date,renewable,demand,price,conv,PV,wind,,,MW¥‹¿ß,$/MW
07/07/2021 12:00:00 AM,4826,27625,36.94092,155.9,-23,4849,,,,
0:05,4840,27504,36.9927575,155.9,-24,4864,,,,
0:10,4824,27438,37.044595,155.9,-23,4847,,,,
0:15,4828,27285,37.0964325,155.9,-23,4851,,,,
0:20,4809,27161,37.14827,155.9,-23,4832,,,,
0:25,4814,27020,37.2001075,155.9,-23,4837,,,,
0:30,4853,26885,37.251945,155.9,-23,4876,,,,
0:35,4837,26738,37.3037825,155.9,-23,4860,,,,
0:40,4840,26606,37.35562,155.9,-23,4863,,,,
0:45,4788,26470,37.4074575,155.9,-23,4811,,,,
0:50,4744,26327,37.459295,155.9,-22,4766,,,,
0:55,4712,26194,37.5111325,155.9,-23,4735,,,,
1:00,4701,26036,37.56297,155.9,-22,4723,,,,
1:05,4671,25942,37.41259833,155.9,-22,4693,,,,
1:10,4637,25829,37.26222667,155.9,-22,4659,,,,
1:15,4613,25668,37.111855,155.9,-22,4635,,,,
1:20,4592,25593,36.96148333,155.9,-22,4614,,,,
1:25,4571,25478,36.81111167,155.9,-22,4593,,,,
1:30,4568,25383,36.66074,155.9,-22,4590,,,,
1:35,4586,25259,36.51036833,155.9,-22,4608,,,,
1:40,4612,25153,36.35999667,155.9,-22,4634,,,,
1:45,4586,25059,36.209625,155.9,-22,4608,,,,
1:50,4594,24967,36.05925333,155.9,-22,4616,,,,
1:55,4606,24861,35.90888167,155.9,-22,4628,,,,
2:00,4613,24778,35.75851,155.9,-21,4634,,,,
2:05,4609,24642,35.73436333,155.9,-22,4631,,,,
2:10,4584,24585,35.71021667,155.9,-22,4606,,,,
2:15,4532,24541,35.68607,155.9,-22,4554,,,,
2:20,4512,24479,35.66192333,155.9,-23,4535,,,,
2:25,4509,24396,35.63777667,155.9,-22,4531,,,,
2:30,4455,24313,35.61363,155.9,-22,4477,,,,
2:35,4411,24229,35.58948333,155.9,-23,4434,,,,
2:40,4373,24102,35.56533667,155.9,-23,4396,,,,
2:45,4361,24094,35.54119,155.9,-23,4384,,,,
2:50,4341,24016,35.51704333,155.9,-23,4364,,,,
2:55,4320,23949,35.49289667,155.9,-23,4343,,,,
3:00,4310,23898,35.46875,155.9,-23,4333,,,,
3:05,4336,23894,35.49144167,155.9,-23,4359,,,,
3:10,4315,23861,35.51413333,155.9,-23,4338,,,,
3:15,4314,23784,35.536825,155.9,-23,4337,,,,
3:20,4266,23772,35.55951667,155.9,-23,4289,,,,
3:25,4245,23702,35.58220833,155.9,-23,4268,,,,
3:30,4211,23649,35.6049,155.9,-23,4234,,,,
3:35,4168,23648,35.62759167,155.9,-23,4191,,,,
3:40,4120,23627,35.65028333,155.9,-23,4143,,,,
3:45,4054,23581,35.672975,155.9,-23,4077,,,,
3:50,4015,23557,35.69566667,155.9,-23,4038,,,,
3:55,3995,23510,35.71835833,155.9,-23,4018,,,,
4:00,3950,23499,35.74105,155.9,-23,3973,,,,
4:05,3937,23515,35.95570667,155.9,-23,3960,,,,
4:10,3941,23613,36.17036333,155.9,-23,3964,,,,
4:15,3934,23653,36.38502,155.9,-23,3957,,,,
4:20,3912,23709,36.59967667,155.9,-23,3935,,,,
4:25,3874,23700,36.81433333,155.9,-24,3898,,,,
4:30,3843,23705,37.02899,155.9,-25,3868,,,,
4:35,3797,23744,37.24364667,155.9,-25,3822,,,,
4:40,3749,23762,37.45830333,155.9,-24,3773,,,,
4:45,3702,23783,37.67296,155.9,-25,3727,,,,
4:50,3676,23792,37.88761667,155.9,-25,3701,,,,
4:55,3631,23845,38.10227333,155.9,-25,3656,,,,
5:00,3615,23898,38.31693,155.9,-25,3640,,,,
5:05,3559,24104,39.2101425,155.9,-25,3584,,,,
5:10,3528,24260,40.103355,155.9,-25,3553,,,,
5:15,3529,24355,40.9965675,155.9,-25,3554,,,,
5:20,3507,24422,41.88978,155.9,-26,3533,,,,
5:25,3459,24491,42.7829925,155.9,-26,3485,,,,
5:30,3420,24512,43.676205,155.9,-27,3447,,,,
5:35,3388,24552,44.5694175,155.9,-26,3414,,,,
5:40,3331,24584,45.46263,155.9,-24,3355,,,,
5:45,3272,24629,46.3558425,155.9,-20,3292,,,,
5:50,3223,24643,47.249055,155.9,-12,3235,,,,
5:55,3202,24648,48.1422675,155.9,15,3187,,,,
6:00,3248,24667,49.03548,155.9,63,3185,,,,
6:05,3308,24838,47.987805,155.9,143,3165,,,,
6:10,3386,25039,46.94013,155.9,282,3104,,,,
6:15,3506,25155,45.892455,155.9,447,3059,,,,
6:20,3698,25203,44.84478,155.9,674,3024,,,,
6:25,3974,25223,43.797105,155.9,984,2990,,,,
6:30,4296,25272,42.74943,155.9,1341,2955,,,,
6:35,4598,25350,41.701755,155.9,1691,2907,,,,
6:40,4975,25446,40.65408,155.9,2100,2875,,,,
6:45,5252,25514,39.606405,155.9,2424,2828,,,,
6:50,5625,25605,38.55873,155.9,2815,2810,,,,
6:55,5995,25634,37.511055,155.9,3207,2788,,,,
7:00,6355,25682,36.46338,155.9,3612,2743,,,,
7:05,6736,25843,36.25863833,155.9,4041,2695,,,,
7:10,7015,25980,36.05389667,155.9,4326,2689,,,,
7:15,7324,25985,35.849155,155.9,4662,2662,,,,
7:20,7555,26031,35.64441333,155.9,4948,2607,,,,
7:25,7901,26091,35.43967167,155.9,5327,2574,,,,
7:30,8347,26130,35.23493,155.9,5807,2540,,,,
7:35,8864,26189,35.03018833,155.9,6364,2500,,,,
7:40,9255,26234,34.82544667,155.9,6801,2454,,,,
7:45,9656,26235,34.620705,155.9,7220,2436,,,,
7:50,9952,26223,34.41596333,155.9,7514,2438,,,,
7:55,10206,26233,34.21122167,155.9,7786,2420,,,,
8:00,10486,26304,34.00648,155.9,8113,2373,,,,
8:05,10765,26446,33.99031167,155.9,8473,2292,,,,
8:10,10941,26524,33.97414333,155.9,8721,2220,,,,
8:15,11107,26523,33.957975,155.9,8962,2145,,,,
8:20,11097,26537,33.94180667,155.9,9025,2072,,,,
8:25,11249,26558,33.92563833,155.9,9258,1991,,,,
8:30,11367,26542,33.90947,155.9,9435,1932,,,,
8:35,11448,26615,33.89330167,155.9,9573,1875,,,,
8:40,11640,26621,33.87713333,155.9,9825,1815,,,,
8:45,11822,26640,33.860965,155.9,10064,1758,,,,
8:50,12022,26644,33.84479667,155.9,10333,1689,,,,
8:55,12063,26609,33.82862833,155.9,10439,1624,,,,
9:00,12062,26627,33.81246,155.9,10506,1556,,,,
9:05,12029,26679,34.0438975,155.9,10547,1482,,,,
9:10,12126,26736,34.275335,155.9,10718,1408,,,,
9:15,12206,26733,34.5067725,155.9,10838,1368,,,,
9:20,12327,26754,34.73821,155.9,10985,1342,,,,
9:25,12468,26783,34.9696475,155.9,11137,1331,,,,
9:30,12541,26757,35.201085,155.9,11217,1324,,,,
9:35,12569,26784,35.4325225,155.9,11267,1302,,,,
9:40,12672,26839,35.66396,155.9,11387,1285,,,,
9:45,12695,26843,35.8953975,155.9,11432,1263,,,,
9:50,12818,26869,36.126835,155.9,11587,1231,,,,
9:55,12831,26886,36.3582725,155.9,11630,1201,,,,
10:00,12915,26936,36.58971,155.9,11743,1172,,,,
10:05,12939,27031,36.74375167,155.9,11796,1143,,,,
10:10,12981,27147,36.89779333,155.9,11868,1113,,,,
10:15,12998,27139,37.051835,155.9,11928,1070,,,,
10:20,13054,27243,37.20587667,155.9,12002,1052,,,,
10:25,13091,27329,37.35991833,155.9,12058,1033,,,,
10:30,13099,27400,37.51396,155.9,12072,1027,,,,
10:35,13101,27494,37.66800167,155.9,12079,1022,,,,
10:40,13093,27630,37.82204333,155.9,12064,1029,,,,
10:45,13162,27690,37.976085,155.9,12140,1022,,,,
10:50,13247,27794,38.13012667,155.9,12226,1021,,,,
10:55,13288,27837,38.28416833,155.9,12283,1005,,,,
11:00,13398,27883,38.43821,155.9,12380,1018,,,,
11:05,13474,28080,38.72072417,155.9,12444,1030,,,,
11:10,13562,28199,39.00323833,155.9,12517,1045,,,,
11:15,13550,28302,39.2857525,155.9,12520,1030,,,,
11:20,13562,28382,39.56826667,155.9,12543,1019,,,,
11:25,13564,28435,39.85078083,155.9,12558,1006,,,,
11:30,13499,28517,40.133295,155.9,12509,990,,,,
11:35,13539,28602,40.41580917,155.9,12553,986,,,,
11:40,13558,28707,40.69832333,155.9,12564,994,,,,
11:45,13611,28815,40.9808375,155.9,12602,1009,,,,
11:50,13665,28917,41.26335167,155.9,12636,1029,,,,
11:55,13687,29021,41.54586583,155.9,12653,1034,,,,
12:00,13695,29118,41.82838,155.9,12665,1030,,,,
12:05,13734,29267,42.12512833,155.9,12680,1054,,,,
12:10,13778,29395,42.42187667,155.9,12696,1082,,,,
12:15,13775,29497,42.718625,155.9,12707,1068,,,,
12:20,13772,29608,43.01537333,155.9,12711,1061,,,,
12:25,13811,29753,43.31212167,155.9,12727,1084,,,,
12:30,13825,29852,43.60887,155.9,12725,1100,,,,
12:35,13832,29944,43.90561833,155.9,12697,1135,,,,
12:40,13867,30072,44.20236667,155.9,12712,1155,,,,
12:45,13901,30234,44.499115,155.9,12714,1187,,,,
12:50,13918,30342,44.79586333,155.9,12713,1205,,,,
12:55,13937,30476,45.09261167,155.9,12712,1225,,,,
13:00,13989,30654,45.38936,155.9,12714,1275,,,,
13:05,13986,30754,45.74057583,155.9,12704,1282,,,,
13:10,14014,30930,46.09179167,155.9,12703,1311,,,,
13:15,14027,31083,46.4430075,155.9,12700,1327,,,,
13:20,13971,31237,46.79422333,155.9,12686,1285,,,,
13:25,13942,31321,47.14543917,155.9,12650,1292,,,,
13:30,13984,31470,47.496655,155.9,12668,1316,,,,
13:35,13978,31633,47.84787083,155.9,12661,1317,,,,
13:40,13952,31746,48.19908667,155.9,12641,1311,,,,
13:45,13894,31861,48.5503025,155.9,12597,1297,,,,
13:50,13900,32016,48.90151833,155.9,12593,1307,,,,
13:55,13939,32185,49.25273417,155.9,12597,1342,,,,
14:00,13934,32361,49.60395,155.9,12562,1372,,,,
14:05,13817,32423,50.33195417,155.9,12447,1370,,,,
14:10,13778,32529,51.05995833,155.9,12369,1409,,,,
14:15,13755,32688,51.7879625,155.9,12333,1422,,,,
14:20,13752,32866,52.51596667,155.9,12298,1454,,,,
14:25,13748,32959,53.24397083,155.9,12275,1473,,,,
14:30,13663,33054,53.971975,155.9,12154,1509,,,,
14:35,13760,33164,54.69997917,155.9,12195,1565,,,,
14:40,13916,33316,55.42798333,155.9,12300,1616,,,,
14:45,13994,33444,56.1559875,155.9,12316,1678,,,,
14:50,14052,33629,56.88399167,155.9,12353,1699,,,,
14:55,14064,33740,57.61199583,155.9,12308,1756,,,,
15:00,14086,33852,58.34,155.9,12276,1810,,,,
15:05,14143,34010,58.65829917,155.9,12235,1908,,,,
15:10,14189,34154,58.97659833,155.9,12208,1981,,,,
15:15,14112,34305,59.2948975,155.9,12176,1936,,,,
15:20,14095,34452,59.61319667,155.9,12156,1939,,,,
15:25,14086,34618,59.93149583,155.9,12119,1967,,,,
15:30,14021,34770,60.249795,155.9,12067,1954,,,,
15:35,13999,34878,60.56809417,155.9,12014,1985,,,,
15:40,13953,35004,60.88639333,155.9,11924,2029,,,,
15:45,13874,35131,61.2046925,155.9,11823,2051,,,,
15:50,13797,35167,61.52299167,155.9,11732,2065,,,,
15:55,13763,35308,61.84129083,155.9,11678,2085,,,,
16:00,13693,35369,62.15959,155.9,11605,2088,,,,
16:05,13554,35379,62.68176417,155.9,11465,2089,,,,
16:10,13508,35468,63.20393833,155.9,11421,2087,,,,
16:15,13455,35620,63.7261125,155.9,11362,2093,,,,
16:20,13355,35757,64.24828667,155.9,11276,2079,,,,
16:25,13244,35908,64.77046083,155.9,11125,2119,,,,
16:30,13132,36029,65.292635,155.9,10997,2135,,,,
16:35,13066,36152,65.81480917,155.9,10942,2124,,,,
16:40,12962,36201,66.33698333,155.9,10845,2117,,,,
16:45,12966,36367,66.8591575,155.9,10822,2144,,,,
16:50,12904,36520,67.38133167,155.9,10742,2162,,,,
16:55,12813,36618,67.90350583,155.9,10641,2172,,,,
17:00,12735,36686,68.42568,155.9,10509,2226,,,,
17:05,12689,36670,70.18671167,155.9,10436,2253,,,,
17:10,12623,36741,71.94774333,155.9,10347,2276,,,,
17:15,12553,36834,73.708775,155.9,10235,2318,,,,
17:20,12426,36953,75.46980667,155.9,10075,2351,,,,
17:25,12272,37094,77.23083833,155.9,9868,2404,,,,
17:30,12162,37139,78.99187,155.9,9709,2453,,,,
17:35,11977,37240,80.75290167,155.9,9529,2448,,,,
17:40,11852,37377,82.51393333,155.9,9307,2545,,,,
17:45,11604,37452,84.274965,155.9,9039,2565,,,,
17:50,11428,37559,86.03599667,155.9,8811,2617,,,,
17:55,11269,37641,87.79702833,155.9,8627,2642,,,,
18:00,10988,37694,89.55806,155.9,8335,2653,,,,
18:05,10689,37551,92.5648,155.9,8024,2665,,,,
18:10,10403,37477,95.57154,155.9,7706,2697,,,,
18:15,10040,37521,98.57828,155.9,7290,2750,,,,
18:20,9710,37593,101.58502,155.9,6887,2823,,,,
18:25,9343,37631,104.59176,155.9,6477,2866,,,,
18:30,8916,37653,107.5985,155.9,6030,2886,,,,
18:35,8534,37660,110.60524,155.9,5650,2884,,,,
18:40,8134,37664,113.61198,155.9,5253,2881,,,,
18:45,7685,37603,116.61872,155.9,4813,2872,,,,
18:50,7256,37586,119.62546,155.9,4382,2874,,,,
18:55,6839,37553,122.6322,155.9,3934,2905,,,,
19:00,6438,37500,125.63894,155.9,3491,2947,,,,
19:05,6074,37285,122.5355825,155.9,3070,3004,,,,
19:10,5709,37157,119.432225,155.9,2664,3045,,,,
19:15,5372,37107,116.3288675,155.9,2302,3070,,,,
19:20,5059,37030,113.22551,155.9,1964,3095,,,,
19:25,4744,36922,110.1221525,155.9,1619,3125,,,,
19:30,4479,36816,107.018795,155.9,1310,3169,,,,
19:35,4239,36690,103.9154375,155.9,1041,3198,,,,
19:40,4020,36685,100.81208,155.9,777,3243,,,,
19:45,3869,36581,97.7087225,155.9,570,3299,,,,
19:50,3753,36466,94.605365,155.9,394,3359,,,,
19:55,3635,36353,91.5020075,155.9,235,3400,,,,
20:00,3549,36274,88.39865,155.9,119,3430,,,,
20:05,3521,36085,87.06516,155.9,54,3467,,,,
20:10,3497,36016,85.73167,155.9,-1,3498,,,,
20:15,3471,36025,84.39818,155.9,-34,3505,,,,
20:20,3453,35933,83.06469,155.9,-52,3505,,,,
20:25,3482,35882,81.7312,155.9,-53,3535,,,,
20:30,3503,35838,80.39771,155.9,-53,3556,,,,
20:35,3523,35738,79.06422,155.9,-52,3575,,,,
20:40,3542,35649,77.73073,155.9,-51,3593,,,,
20:45,3545,35577,76.39724,155.9,-50,3595,,,,
20:50,3545,35536,75.06375,155.9,-50,3595,,,,
20:55,3531,35434,73.73026,155.9,-49,3580,,,,
21:00,3519,35299,72.39677,155.9,-49,3568,,,,
21:05,3516,35251,71.09178167,155.9,-49,3565,,,,
21:10,3532,35206,69.78679333,155.9,-49,3581,,,,
21:15,3558,35107,68.481805,155.9,-48,3606,,,,
21:20,3537,34999,67.17681667,155.9,-48,3585,,,,
21:25,3488,34839,65.87182833,155.9,-48,3536,,,,
21:30,3458,34629,64.56684,155.9,-48,3506,,,,
21:35,3435,34492,63.26185167,155.9,-48,3483,,,,
21:40,3411,34324,61.95686333,155.9,-47,3458,,,,
21:45,3398,34156,60.651875,155.9,-47,3445,,,,
21:50,3373,33988,59.34688667,155.9,-47,3420,,,,
21:55,3342,33818,58.04189833,155.9,-47,3389,,,,
22:00,3316,33552,56.73691,155.9,-47,3363,,,,
22:05,3308,33279,55.945035,155.9,-47,3355,,,,
22:10,3313,33105,55.15316,155.9,-46,3359,,,,
22:15,3303,32838,54.361285,155.9,-46,3349,,,,
22:20,3302,32600,53.56941,155.9,-45,3347,,,,
22:25,3282,32393,52.777535,155.9,-45,3327,,,,
22:30,3263,32172,51.98566,155.9,-45,3308,,,,
22:35,3237,31950,51.193785,155.9,-45,3282,,,,
22:40,3198,31730,50.40191,155.9,-45,3243,,,,
22:45,3166,31492,49.610035,155.9,-45,3211,,,,
22:50,3124,31291,48.81816,155.9,-45,3169,,,,
22:55,3090,31041,48.026285,155.9,-45,3135,,,,
23:00,3060,30814,47.23441,155.9,-45,3105,,,,
23:05,3050,30457,47.3241725,155.9,-45,3095,,,,
23:10,3034,30263,47.413935,155.9,-45,3079,,,,
23:15,3023,30075,47.5036975,155.9,-45,3068,,,,
23:20,2987,29775,47.59346,155.9,-45,3032,,,,
23:25,2938,29569,47.6832225,155.9,-45,2983,,,,
23:30,2922,29369,47.772985,155.9,-44,2966,,,,
23:35,2932,29174,47.8627475,155.9,-44,2976,,,,
23:40,2939,28995,47.95251,155.9,-44,2983,,,,
23:45,2918,28798,48.0422725,155.9,-44,2962,,,,
23:50,2883,28584,48.132035,155.9,-44,2927,,,,
23:55,2832,28403,48.2217975,155.9,-44,2876,,,,
